"region_id","typhoon_no","mean","typhoon_name","year","order_key","ty_label"
8,"2013282N14149",3.2122670640325,"WIPHA",2013,198,"2013-WIPHA"
8,"2014275N06166",12.4227427771298,"VONGFONG",2014,249,"2014-VONGFONG"
8,"2016230N15138",8.64801870531931,"MINDULLE",2016,346,"2016-MINDULLE"
8,"2017288N09138",6.87727784861265,"LAN",2017,408,"2017-LAN"
8,"2018222N16147",2.9317451355473,"LEEPI",2018,449,"2018-LEEPI"
8,"2018263N12146",4.25466996404431,"TRAMI",2018,457,"2018-TRAMI"
8,"2019242N14180",4.37261294952393,"FAXAI",2019,506,"2019-FAXAI"
8,"2019278N16165",6.6506544279633,"HAGIBIS",2019,511,"2019-HAGIBIS"
9,"2011253N20145",3.08646704987877,"ROKE",2011,90,"2011-ROKE"
9,"2012162N06150",3.34543042235866,"GUCHOL",2012,129,"2012-GUCHOL"
9,"2012263N15141",3.68170663305358,"JELAWAT",2012,142,"2012-JELAWAT"
9,"2013255N20148",3.59082114265501,"MAN-YI",2013,194,"2013-MAN-YI"
9,"2013282N14149",1.82949410496364,"WIPHA",2013,198,"2013-WIPHA"
9,"2014275N06166",6.9333064604155,"VONGFONG",2014,249,"2014-VONGFONG"
9,"2016230N15138",2.28964256951609,"MINDULLE",2016,346,"2016-MINDULLE"
9,"2017288N09138",4.14444346553704,"LAN",2017,408,"2017-LAN"
9,"2018263N12146",4.50423595232857,"TRAMI",2018,457,"2018-TRAMI"
9,"2019278N16165",3.93132598882097,"HAGIBIS",2019,511,"2019-HAGIBIS"
10,"2011253N20145",2.00686686878447,"ROKE",2011,90,"2011-ROKE"
10,"2012162N06150",2.01855596658285,"GUCHOL",2012,129,"2012-GUCHOL"
10,"2012263N15141",2.6127173223442,"JELAWAT",2012,142,"2012-JELAWAT"
10,"2013255N20148",2.28173295113639,"MAN-YI",2013,194,"2013-MAN-YI"
10,"2014275N06166",5.29070957178421,"VONGFONG",2014,249,"2014-VONGFONG"
10,"2016230N15138",1.31809798491878,"MINDULLE",2016,346,"2016-MINDULLE"
10,"2017252N14147",1.53469005901128,"TALIM",2017,402,"2017-TALIM"
10,"2017288N09138",2.95492535898797,"LAN",2017,408,"2017-LAN"
10,"2018263N12146",3.18801749192434,"TRAMI",2018,457,"2018-TRAMI"
10,"2019278N16165",2.3336392980392,"HAGIBIS",2019,511,"2019-HAGIBIS"
11,"2011253N20145",0.48136923915677,"ROKE",2011,90,"2011-ROKE"
11,"2012162N06150",0.387652827265337,"GUCHOL",2012,129,"2012-GUCHOL"
11,"2012263N15141",0.408062606788593,"JELAWAT",2012,142,"2012-JELAWAT"
11,"2013255N20148",0.451933700814908,"MAN-YI",2013,194,"2013-MAN-YI"
11,"2013282N14149",0.248166864057175,"WIPHA",2013,198,"2013-WIPHA"
11,"2014275N06166",1.97598582914912,"VONGFONG",2014,249,"2014-VONGFONG"
11,"2016230N15138",0.313047777348979,"MINDULLE",2016,346,"2016-MINDULLE"
11,"2017288N09138",0.722128360530377,"LAN",2017,408,"2017-LAN"
11,"2018263N12146",0.462465925833444,"TRAMI",2018,457,"2018-TRAMI"
11,"2019242N14180",0.326894143848111,"FAXAI",2019,506,"2019-FAXAI"
11,"2019278N16165",0.571999511926307,"HAGIBIS",2019,511,"2019-HAGIBIS"
12,"2011253N20145",14.8866074149833,"ROKE",2011,90,"2011-ROKE"
12,"2012162N06150",8.96306539129825,"GUCHOL",2012,129,"2012-GUCHOL"
12,"2012263N15141",9.45751048654838,"JELAWAT",2012,142,"2012-JELAWAT"
12,"2013255N20148",11.3250618555023,"MAN-YI",2013,194,"2013-MAN-YI"
12,"2013282N14149",10.1818095215707,"WIPHA",2013,198,"2013-WIPHA"
12,"2014275N06166",34.5783987500531,"VONGFONG",2014,249,"2014-VONGFONG"
12,"2016230N15138",22.4474296578724,"MINDULLE",2016,346,"2016-MINDULLE"
12,"2017288N09138",24.7915535633206,"LAN",2017,408,"2017-LAN"
12,"2018222N16147",8.39819930077112,"LEEPI",2018,449,"2018-LEEPI"
12,"2018263N12146",10.6515303574755,"TRAMI",2018,457,"2018-TRAMI"
12,"2019242N14180",16.6023492852565,"FAXAI",2019,506,"2019-FAXAI"
12,"2019278N16165",22.8116247416223,"HAGIBIS",2019,511,"2019-HAGIBIS"
13,"2011253N20145",27.8297752680202,"ROKE",2011,90,"2011-ROKE"
13,"2012162N06150",18.1017926034537,"GUCHOL",2012,129,"2012-GUCHOL"
13,"2012263N15141",18.9391111027032,"JELAWAT",2012,142,"2012-JELAWAT"
13,"2013255N20148",21.895639139683,"MAN-YI",2013,194,"2013-MAN-YI"
13,"2013282N14149",14.4357420524222,"WIPHA",2013,198,"2013-WIPHA"
13,"2014275N06166",49.8196288909714,"VONGFONG",2014,249,"2014-VONGFONG"
13,"2016230N15138",16.656156138441,"MINDULLE",2016,346,"2016-MINDULLE"
13,"2017288N09138",37.0310385859513,"LAN",2017,408,"2017-LAN"
13,"2018263N12146",19.6767642202661,"TRAMI",2018,457,"2018-TRAMI"
13,"2019242N14180",19.9722806588637,"FAXAI",2019,506,"2019-FAXAI"
13,"2019278N16165",29.4635627637029,"HAGIBIS",2019,511,"2019-HAGIBIS"
14,"2011253N20145",14.2489048366722,"ROKE",2011,90,"2011-ROKE"
14,"2012162N06150",8.35947377876514,"GUCHOL",2012,129,"2012-GUCHOL"
14,"2012263N15141",9.30798187496602,"JELAWAT",2012,142,"2012-JELAWAT"
14,"2013255N20148",10.6247256606683,"MAN-YI",2013,194,"2013-MAN-YI"
14,"2013282N14149",7.52436570875662,"WIPHA",2013,198,"2013-WIPHA"
14,"2014275N06166",33.3817859953824,"VONGFONG",2014,249,"2014-VONGFONG"
14,"2016230N15138",8.33436771837829,"MINDULLE",2016,346,"2016-MINDULLE"
14,"2017252N14147",6.13844762579094,"TALIM",2017,402,"2017-TALIM"
14,"2017288N09138",20.3267668484496,"LAN",2017,408,"2017-LAN"
14,"2018263N12146",10.2563131102547,"TRAMI",2018,457,"2018-TRAMI"
14,"2019242N14180",11.575851128531,"FAXAI",2019,506,"2019-FAXAI"
14,"2019278N16165",16.7841157712989,"HAGIBIS",2019,511,"2019-HAGIBIS"
15,"2012263N15141",-2.05641377319187,"JELAWAT",2012,142,"2012-JELAWAT"
15,"2017200N26162",-2.16876528610902,"NORU",2017,397,"2017-NORU"
15,"2018239N11161",-3.05955471640864,"JEBI",2018,452,"2018-JEBI"
15,"2019278N16165",-2.6393468852703,"HAGIBIS",2019,511,"2019-HAGIBIS"
16,"2011253N20145",-1.04142115748919,"ROKE",2011,90,"2011-ROKE"
16,"2013255N20148",-1.1830790199853,"MAN-YI",2013,194,"2013-MAN-YI"
16,"2014209N12152",-1.06822971087982,"HALONG",2014,241,"2014-HALONG"
16,"2014275N06166",-1.51870192712094,"VONGFONG",2014,249,"2014-VONGFONG"
16,"2015249N18142",-1.27832340334801,"ETAU",2015,297,"2015-ETAU"
16,"2017200N26162",-1.40711580521184,"NORU",2017,397,"2017-NORU"
16,"2017252N14147",-1.9801087425345,"TALIM",2017,402,"2017-TALIM"
