"region_id","typhoon_no","typhoon_name","year","ty_label","mean","lower","upper"
42,"2018263N12146","TRAMI",2018,"2018-TRAMI",2.03069875721106,-0.654457436436899,4.9706535830667
42,"2019260N20129","TAPAH",2019,"2019-TAPAH",1.16722001603664,-0.612579558645041,3.06148251902903
43,"2013243N26122","TORAJI",2013,"2013-TORAJI",0.363025190319627,-0.193584715360151,1.01644663467019
43,"2014275N06166","VONGFONG",2014,"2014-VONGFONG",0.467823263794818,-0.248975989764214,1.3111372205033
43,"2015188N08194","HALOLA",2015,"2015-HALOLA",0.384077357177887,-0.20464069171078,1.07582704150174
43,"2015226N12151","GONI",2015,"2015-GONI",0.913119252258925,-0.481377561462672,2.57101043714505
43,"2016256N12146","MALAKAS",2016,"2016-MALAKAS",0.38064731061342,-0.202755525311645,1.06636686713676
43,"2017182N15132","NANMADOL",2017,"2017-NANMADOL",0.519850665425506,-0.276177977754864,1.45820338166546
43,"2017252N14147","TALIM",2017,"2017-TALIM",0.386749885950273,-0.205924591638133,1.08367204594586
43,"2018204N15137","JONGDARI",2018,"2018-JONGDARI",0.343001179523412,-0.182866873406523,0.96048296344918
43,"2018226N23128","RUMBIA",2018,"2018-RUMBIA",1.00556086624611,0.198798503476632,1.81419131411425
43,"2018263N12146","TRAMI",2018,"2018-TRAMI",0.496334476737778,-0.263820643934864,1.39188943342038
43,"2019213N17155","FRANCISCO",2019,"2019-FRANCISCO",0.432661268336547,-0.230221024022981,1.21269815517452
43,"2019216N16147","KROSA",2019,"2019-KROSA",1.10368364673573,0.1523527558685,2.11978096238968
43,"2019260N20129","TAPAH",2019,"2019-TAPAH",0.390712928473239,-0.207915056011941,1.0950835879241
